CRASH,CRASH_COST,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
1,5238,0,22,2,13,11047.21315,Yes,0,No,F,<High School,Clerical,46.6403062,Private,18770,1,SUV,no,6996,1,No,0,8,Highly Urban/ Urban
0,0,0,61,1,11,127648.8878,No,351274.3903,Yes,F,Masters,Lawyer,41.07097792,Private,14260,1,Sports Car,no,5827,1,No,3,19,Highly Urban/ Urban
0,0,0,57,0,15,20635.20621,No,123810.4319,Yes,F,Bachelors,Home Maker,32.90953819,Private,21110,6,SUV,no,0,0,No,0,1,Highly Rural
0,0,0,34,1,10,14941.95887,No,95763.94421,Yes,M,<High School,Clerical,12.38136777,Commercial,12030,4,Pickup,yes,9925,2,No,9,1,Highly Urban/ Urban
0,0,1,37,2,14,25513.12182,No,164445.4229,Yes,M,<High School,Blue Collar,5.773554897,Commercial,20890,6,Van,yes,5393,3,No,1,1,Highly Urban/ Urban
0,0,0,44,0,13,89626.69602,No,0,No,M,Masters,Lawyer,14.33842585,Private,14860,6,Minivan,yes,0,0,No,0,17,Highly Urban/ Urban
0,0,0,39,0,15,117244.4779,No,326391.5632,Yes,F,Masters,Lawyer,41.71929203,Private,17780,13,Sports Car,no,0,0,No,2,14,Highly Urban/ Urban
0,0,0,36,0,13,69222.85251,No,211405.6262,Yes,M,High School,Manager,19.09821051,Private,15340,10,Minivan,no,0,0,No,2,11,Highly Urban/ Urban
1,1929,0,37,1,11,73941.33532,Yes,265034.6379,No,F,Bachelors,Manager,6.355066006,Private,5200,10,Sports Car,no,7372,3,No,4,10,Highly Urban/ Urban
0,0,0,38,0,10,34733.72563,No,138909.5482,Yes,M,Bachelors,Clerical,38.20893206,Commercial,8770,7,Pickup,yes,0,0,No,4,14,Highly Rural
0,0,0,39,3,14,51523.9049,Yes,0,No,F,<High School,Blue Collar,41.31476957,Private,32260,6,Van,no,0,0,No,0,1,Highly Urban/ Urban
0,0,0,48,0,14,37853.74168,No,158469.6154,Yes,F,Masters,Lawyer,55.88641016,Private,17040,9,SUV,no,1245,3,No,6,16,Highly Urban/ Urban
0,0,0,41,3,17,23097.28178,No,127612.1891,Yes,F,<High School,Clerical,17.3435132,Private,10910,4,SUV,no,6138,2,No,6,1,Highly Urban/ Urban
1,3312,0,39,0,0,0,No,0,No,F,Bachelors,Home Maker,40.96960597,Commercial,10070,4,SUV,no,3855,2,No,6,14,Highly Urban/ Urban
0,0,0,35,0,11,88298.31845,No,246894.985,No,F,Bachelors,Manager,66.49973308,Private,24240,8,Pickup,no,0,0,No,3,19,Highly Urban/ Urban
0,0,0,40,1,13,42507.4309,No,146605.8782,Yes,F,High School,Blue Collar,35.27590464,Commercial,5500,4,SUV,no,0,0,Yes,0,8,Highly Rural
1,4348,1,39,1,12,39642.51623,No,218194.5853,Yes,M,Bachelors,Clerical,37.66179058,Private,22810,6,Minivan,no,6656,2,No,0,11,Highly Urban/ Urban
1,3931,1,39,2,11,43971.49881,No,186085.5202,Yes,F,High School,Blue Collar,52.13895849,Private,16540,1,Minivan,no,0,0,No,1,1,Highly Urban/ Urban
0,0,0,63,0,14,106371.505,No,344364.6594,Yes,M,Bachelors,Blue Collar,28.22549223,Commercial,35140,17,Pickup,yes,3679,1,No,0,8,Highly Urban/ Urban
0,0,0,45,1,13,66508.49807,Yes,0,No,F,Bachelors,Clerical,43.56605192,Private,20120,4,Minivan,no,19698,3,No,5,16,Highly Urban/ Urban
0,0,0,31,4,11,33482.74569,No,114255.9143,Yes,F,High School,Clerical,26.27596353,Private,11690,6,SUV,no,0,0,No,5,6,Highly Rural
0,0,0,51,0,12,37611.14322,No,153345.6632,Yes,F,High School,Blue Collar,22.85515831,Private,1500,4,Sports Car,no,0,0,No,0,6,Highly Urban/ Urban
0,0,0,53,0,7,98678.47214,No,268734.229,Yes,F,Bachelors,Blue Collar,25.26838262,Private,11650,1,SUV,no,0,0,No,0,1,Highly Rural
0,0,0,46,0,10,82996.25717,No,240688.9626,Yes,M,Masters,Lawyer,25.97998618,Private,14400,6,Minivan,yes,0,0,Yes,0,11,Highly Urban/ Urban
0,0,0,61,0,10,106107.9958,No,0,No,M,Masters,Manager,35.93121165,Private,25320,1,Pickup,yes,0,0,No,0,16,Highly Urban/ Urban
0,0,1,45,1,12,67218.13691,No,245505.0512,Yes,F,Masters,Lawyer,23.93900116,Private,28290,4,Minivan,no,2581,1,No,3,12,Highly Urban/ Urban
1,3397,0,25,2,14,18158.65292,No,87400.24512,Yes,M,High School,Clerical,54.62528807,Private,15360,15,Minivan,yes,5117,2,No,7,1,Highly Urban/ Urban
1,7481,0,47,0,11,28163.43136,No,126124.8148,No,F,<High School,Clerical,22.1351927,Private,4320,6,Sports Car,no,17368,2,Yes,0,5,Highly Urban/ Urban
0,0,0,38,3,16,57371.23684,No,251268.1161,Yes,F,Bachelors,Clerical,34.81835779,Private,7100,4,Sports Car,no,0,0,No,1,9,Highly Rural
1,3666.541952,0,55,0,13,56227.16133,No,211231.9763,Yes,F,High School,Blue Collar,40.3409601,Commercial,7000,8,SUV,no,6552,1,No,7,1,Highly Urban/ Urban
0,0,0,50,0,13,21641.63026,No,0,No,F,<High School,Blue Collar,55.47860482,Private,8660,3,SUV,no,0,0,No,0,5,Highly Rural
0,0,0,47,0,10,28128.62283,No,162420.0131,Yes,F,High School,Clerical,31.517059,Private,11030,13,SUV,no,0,0,No,0,1,Highly Rural
0,0,0,47,0,11,56255.85973,No,209158.18,Yes,M,High School,Blue Collar,25.22745196,Commercial,11830,4,Minivan,yes,1381,2,No,1,1,Highly Urban/ Urban
1,8195.498357,0,40,0,8,20753.11559,No,165463.5781,No,F,High School,Clerical,64.86647416,Private,8570,1,Sports Car,no,3068,3,No,4,9,Highly Urban/ Urban
0,0,0,37,0,12,85291.60935,No,227344.2289,Yes,M,Bachelors,Manager,31.98707206,Private,13730,1,Minivan,yes,0,0,No,0,9,Highly Urban/ Urban
0,0,2,47,0,10,45022.62145,No,204370.8923,Yes,F,High School,Professional,26.82422131,Commercial,11440,4,Pickup,no,0,0,No,1,7,Highly Urban/ Urban
0,0,1,44,2,14,8928.024607,No,61306.0049,Yes,F,High School,Home Maker,26.97914187,Private,6790,10,SUV,no,0,0,No,0,1,Highly Urban/ Urban
0,0,0,68,0,14,50095.96884,No,247476.7538,Yes,F,Masters,Lawyer,19.55435603,Private,11040,4,Sports Car,no,5209,2,No,4,13,Highly Urban/ Urban
0,0,0,50,0,13,54873.32893,No,217398.044,Yes,F,High School,Blue Collar,43.96668112,Commercial,16840,10,SUV,no,29181,2,Yes,5,11,Highly Urban/ Urban
0,0,0,49,0,11,97622.5192,No,277347.8457,Yes,M,Bachelors,Professional,43.87878042,Private,16160,1,Minivan,no,0,0,No,0,8,Highly Rural
0,0,0,28,5,16,32509.00362,No,149827.4126,Yes,F,<High School,Clerical,38.73035415,Private,21200,11,Minivan,no,11240,4,Yes,0,3,Highly Urban/ Urban
0,0,0,32,0,12,23504.00155,No,86581.29339,Yes,F,High School,Clerical,10.65758664,Private,12770,6,Minivan,no,0,0,No,0,7,Highly Urban/ Urban
0,0,0,37,1,14,24735.62042,No,125296.9241,Yes,F,High School,Blue Collar,33.61984158,Commercial,29620,3,Minivan,no,0,0,No,1,1,Highly Rural
0,0,0,52,0,13,49009.64285,No,212621.1006,Yes,M,Bachelors,Blue Collar,13.18270711,Commercial,14670,13,Minivan,yes,0,0,No,0,11,Highly Urban/ Urban
0,0,0,51,0,11,139745.4787,No,400399.1162,No,M,PhD,Doctor,12.45721994,Private,21220,7,Van,yes,0,0,No,0,9,Highly Urban/ Urban
1,1381,0,54,0,10,122772.5374,No,0,No,M,Bachelors,Professional,44.1464967,Commercial,7590,1,Pickup,yes,5517,4,No,3,7,Highly Urban/ Urban
0,0,0,51,0,13,68245.01253,No,235647.9411,Yes,M,Bachelors,Professional,20.34441456,Private,1530,4,Minivan,no,0,0,No,2,8,Highly Urban/ Urban
0,0,2,39,2,11,138.161674,Yes,0,No,M,<High School,Student,34.86353536,Private,7550,6,Pickup,yes,0,0,No,0,1,Highly Rural
0,0,0,59,0,15,43117.68067,No,173745.4911,Yes,F,High School,Blue Collar,21.66015451,Commercial,25060,1,Sports Car,no,0,0,No,4,9,Highly Rural
1,10957.50429,1,41,2,13,65885.2639,Yes,0,No,F,High School,Blue Collar,50.54739079,Commercial,12190,1,SUV,no,0,0,Yes,4,8,Highly Urban/ Urban
1,2007,0,57,0,8,38253.47263,No,208138.754,No,F,High School,Manager,36.90390746,Private,9690,1,SUV,no,4588,1,No,6,1,Highly Urban/ Urban
1,2487,2,37,2,10,107936.8353,Yes,297539.0749,No,F,Masters,Lawyer,34.56206809,Private,19130,3,SUV,no,5730,3,No,1,12,Highly Urban/ Urban
0,0,0,52,0,9,22657.88881,No,96532.09091,Yes,M,<High School,Clerical,16.50563926,Commercial,30450,4,Panel Truck,yes,5369,1,No,7,5,Highly Urban/ Urban
0,0,0,50,0,13,40854.34806,No,136185.8755,Yes,F,High School,Professional,22.82897231,Private,12490,10,Minivan,no,5928,4,No,7,1,Highly Urban/ Urban
0,0,0,48,0,11,98568.85716,No,271115.4797,Yes,M,Bachelors,Blue Collar,50.85128467,Commercial,16550,10,Van,no,0,0,No,2,11,Highly Urban/ Urban
0,0,2,41,3,16,9836.323094,Yes,0,No,F,High School,Home Maker,39.90930713,Private,27910,1,SUV,no,0,0,No,3,1,Highly Urban/ Urban
0,0,0,52,0,11,51445.66143,No,194927.5493,Yes,M,High School,Manager,19.09050947,Private,13330,1,Minivan,yes,0,0,Yes,2,7,Highly Urban/ Urban
1,12023.80239,0,47,0,14,66523.74745,No,0,No,M,Bachelors,Professional,56.3439077,Private,12850,3,Minivan,yes,0,0,No,0,12,Highly Urban/ Urban
0,0,0,55,0,17,74026.939,No,292979.4733,Yes,F,Masters,Lawyer,16.8714893,Private,9740,4,SUV,no,0,0,No,0,11,Highly Urban/ Urban
0,0,0,50,0,12,46268.86958,No,145690.7576,Yes,F,Masters,Professional,9.567540796,Private,19450,4,Pickup,no,5109,2,No,5,21,Highly Urban/ Urban
0,0,0,61,0,14,62063.12163,No,233200.9336,Yes,F,Masters,Lawyer,27.80981138,Private,14440,13,Sports Car,no,4641,1,No,2,20,Highly Urban/ Urban
1,5212,0,53,0,11,30318.75267,No,175889.8555,No,F,High School,Professional,8.003834406,Private,6800,6,SUV,no,0,0,No,2,1,Highly Urban/ Urban
1,1869,0,49,0,0,0,No,87080.41831,Yes,M,High School,Student,68.65327121,Commercial,6400,1,Pickup,yes,5032,3,No,7,1,Highly Urban/ Urban
0,0,0,55,0,9,70628.26258,No,0,No,M,Bachelors,Professional,51.36288774,Commercial,18290,6,Van,yes,5493,3,No,5,11,Highly Urban/ Urban
0,0,0,51,0,8,57906.16963,No,201075.9253,Yes,F,Bachelors,Blue Collar,50.59289575,Commercial,25780,11,Minivan,no,10019,2,No,5,17,Highly Urban/ Urban
1,731.3038366,0,51,0,11,38668.29509,No,0,No,M,Bachelors,Clerical,49.42927916,Private,1500,6,Minivan,yes,31344,3,Yes,2,7,Highly Rural
0,0,0,39,0,10,58544.22914,No,215542.233,No,F,Bachelors,Professional,29.46753901,Private,26050,13,Minivan,no,0,0,No,4,9,Highly Rural
0,0,1,40,3,15,2660.006506,No,0,Yes,M,<High School,Student,47.73165599,Private,5770,4,Pickup,yes,0,0,No,3,6,Highly Rural
0,0,0,37,0,15,54415.53683,No,186564.2764,No,F,Masters,Lawyer,55.20644715,Private,15800,7,SUV,no,0,0,No,1,10,Highly Urban/ Urban
1,4042,0,44,0,13,69235.92775,No,266489.4483,Yes,F,High School,Blue Collar,37.77412441,Private,5800,1,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
1,5441,0,39,3,15,12854.02288,Yes,0,No,F,<High School,Student,25.04435071,Commercial,12800,11,SUV,no,2452,1,No,3,8,Highly Rural
0,0,0,41,0,8,36806.55397,No,0,No,M,<High School,Blue Collar,37.23127443,Commercial,11030,1,Pickup,no,0,0,No,0,1,Highly Rural
1,6415,0,40,0,0,0,No,0,No,F,Bachelors,Home Maker,30.56253956,Private,7470,15,SUV,no,9603,2,No,3,13,Highly Urban/ Urban
0,0,0,35,0,12,78582.20814,No,185019.9599,Yes,M,Bachelors,Manager,27.82169489,Private,12860,4,Minivan,yes,0,0,No,1,6,Highly Urban/ Urban
1,8351,0,35,0,7,64379.00866,No,0,No,M,Bachelors,Blue Collar,87.7259713,Commercial,15030,1,Minivan,yes,0,0,No,0,12,Highly Rural
1,1221,0,45,0,0,0,No,70067.36175,No,F,Bachelors,Home Maker,40.06013741,Private,6000,1,SUV,no,3373,3,No,1,11,Highly Urban/ Urban
1,3419,0,33,2,14,82406.91205,Yes,0,No,M,High School,Blue Collar,50.73127202,Commercial,4600,1,Pickup,no,1794,2,No,0,6,Highly Urban/ Urban
1,3547.919295,1,54,1,7,64154.73621,No,221443.4877,Yes,F,Bachelors,Professional,34.42218038,Private,13320,10,SUV,no,7884,5,No,1,17,Highly Urban/ Urban
0,0,0,46,0,7,44357.51857,No,169296.5465,Yes,F,<High School,Clerical,9.456279488,Private,10540,1,SUV,no,0,0,No,2,6,Highly Rural
0,0,0,42,2,0,0,Yes,0,No,M,<High School,Student,48.89554547,Commercial,24600,1,Panel Truck,no,48684,1,Yes,0,7,Highly Rural
0,0,0,48,0,12,64133.33983,No,243575.2014,No,F,High School,Professional,34.49107742,Private,7910,4,SUV,no,0,0,No,0,8,Highly Urban/ Urban
1,3393,2,45,2,16,101470.1915,No,321989.8566,Yes,F,Bachelors,Blue Collar,24.59906657,Commercial,11840,3,SUV,no,0,0,Yes,3,11,Highly Urban/ Urban
1,1791.394458,0,32,4,0,0,No,60950.08027,Yes,M,<High School,Student,36.2353165,Commercial,9150,10,Pickup,yes,0,0,No,4,1,Highly Urban/ Urban
0,0,0,49,0,10,104462.3373,No,310892.8985,No,M,Masters,Lawyer,31.91373819,Private,25630,1,Minivan,yes,0,0,No,0,13,Highly Urban/ Urban
0,0,0,56,0,14,142333.2565,No,360296.4039,Yes,M,Bachelors,Professional,24.98077565,Private,21330,1,Minivan,no,0,0,No,0,12,Highly Urban/ Urban
1,2763,0,37,0,13,78340.51142,No,0,No,M,Bachelors,Professional,47.16089366,Commercial,10890,4,Pickup,yes,3857,4,No,2,11,Highly Urban/ Urban
0,0,0,47,0,8,94053.71527,No,291076.7881,Yes,M,Bachelors,Blue Collar,46.07214931,Commercial,6200,9,Pickup,yes,0,0,No,1,6,Highly Urban/ Urban
1,6162,0,64,0,14,65397.85293,No,231175.8745,Yes,F,Masters,Lawyer,52.8931234,Private,13810,11,Sports Car,no,9658,1,No,0,15,Highly Urban/ Urban
0,0,0,33,1,6,28181.56308,No,122762.8585,Yes,F,High School,Manager,39.83677059,Private,7840,6,SUV,no,0,0,No,4,1,Highly Urban/ Urban
0,0,0,42,0,7,58459.54597,No,204258.8221,No,F,<High School,Blue Collar,35.51121453,Private,20230,17,Minivan,no,0,0,No,1,4,Highly Rural
0,0,0,44,2,10,67729.54499,No,242147.8728,Yes,F,<High School,Blue Collar,44.36475438,Private,16800,4,Pickup,no,0,0,No,1,1,Highly Rural
1,7531,0,41,0,3,85544.60509,No,0,No,F,Masters,Lawyer,35.84073967,Private,6000,1,Sports Car,no,26003,2,Yes,4,21,Highly Urban/ Urban
0,0,1,39,2,11,19785.45669,No,95239.82332,Yes,F,<High School,Blue Collar,5,Private,26210,10,Sports Car,no,0,0,No,0,8,Highly Urban/ Urban
1,7563,0,25,5,14,59895.72731,No,224976.7274,Yes,F,Bachelors,Clerical,29.58701054,Private,11780,1,SUV,no,30213,2,Yes,4,7,Highly Urban/ Urban
0,0,0,53,0,9,21266.59896,No,0,No,M,High School,Student,35.37902887,Commercial,8930,3,Minivan,yes,0,0,No,0,1,Highly Rural
1,2188,0,37,0,0,0,No,80900.18785,Yes,F,High School,Student,40.20612371,Commercial,5200,1,Sports Car,no,6064,1,No,0,8,Highly Urban/ Urban
1,4435,0,56,0,13,231003.5629,No,553221.0139,Yes,M,PhD,Professional,22.23006555,Commercial,30200,1,Panel Truck,no,7092,2,No,0,17,Highly Urban/ Urban
0,0,0,37,0,11,45146.91766,No,199372.7512,Yes,F,Masters,Manager,76.13098012,Private,11470,13,SUV,no,23588,1,Yes,1,17,Highly Urban/ Urban
0,0,0,51,0,0,0,No,0,Yes,M,High School,Student,29.70523926,Commercial,19480,4,Van,no,0,0,No,0,8,Highly Rural
0,0,0,50,0,9,154602.2968,No,0,No,M,Masters,Lawyer,35.72740899,Private,6500,7,Pickup,yes,0,0,No,1,11,Highly Urban/ Urban
0,0,0,55,0,6,48509.28795,No,210146.4109,Yes,F,High School,Blue Collar,31.08021067,Commercial,6400,13,SUV,no,9009,2,No,1,8,Highly Urban/ Urban
1,7008,0,48,0,0,0,No,0,Yes,F,High School,Student,46.80307456,Commercial,7380,17,SUV,no,4969,1,No,5,10,Highly Urban/ Urban
0,0,0,50,0,5,28299.43841,No,183580.5293,Yes,F,Bachelors,Home Maker,39.59945387,Private,1500,6,Sports Car,no,0,0,No,0,11,Highly Urban/ Urban
0,0,0,53,0,12,58318.70152,No,206406.0931,No,M,Masters,Lawyer,13.21734029,Private,12630,4,Minivan,yes,4582,2,No,5,15,Highly Urban/ Urban
0,0,0,43,0,9,87597.02028,No,244590.0636,Yes,F,Bachelors,Professional,41.03224464,Private,12530,3,SUV,no,0,0,No,0,5,Highly Rural
0,0,0,57,0,5,40864.17299,No,169992.5817,Yes,F,High School,Clerical,38.56888119,Private,12820,4,SUV,no,0,0,No,1,1,Highly Rural
1,4804,2,45,4,16,65801.04373,Yes,0,No,F,High School,Blue Collar,14.04787431,Commercial,16070,1,SUV,no,7056,1,No,3,1,Highly Urban/ Urban
0,0,0,48,0,12,212960.034,No,533712.8559,Yes,F,PhD,Doctor,12.59604423,Private,28530,1,Sports Car,no,0,0,No,0,14,Highly Urban/ Urban
0,0,0,49,0,14,54638.82654,No,0,No,M,<High School,Clerical,49.71505028,Private,28140,1,Minivan,yes,0,0,No,0,1,Highly Rural
0,0,0,47,0,12,62538.08396,No,242257.9664,No,F,Masters,Lawyer,20.73578342,Private,20530,1,Minivan,no,26544,2,Yes,1,15,Highly Urban/ Urban
1,4876,0,46,0,7,37191.52672,No,139611.5814,Yes,M,High School,Professional,24.20808566,Commercial,6100,6,Pickup,no,0,0,No,4,1,Highly Urban/ Urban
0,0,0,40,0,10,61758.44411,No,0,No,F,Masters,Lawyer,45.45289643,Private,15220,1,SUV,no,28003,2,Yes,0,20,Highly Urban/ Urban
0,0,0,42,1,0,0,Yes,68310.0914,No,F,<High School,Home Maker,63.84809436,Private,1500,1,Sports Car,no,0,0,No,2,6,Highly Rural
0,0,0,41,0,8,104435.6298,No,304883.2199,Yes,F,Bachelors,Manager,5,Commercial,26970,9,Pickup,no,0,0,No,4,9,Highly Urban/ Urban
0,0,2,45,2,13,33464.34028,No,153487.7791,Yes,M,High School,Clerical,17.85822183,Private,6000,6,Pickup,yes,2883,1,No,7,1,Highly Urban/ Urban
0,0,0,44,0,15,30242.18242,No,160824.1604,Yes,M,Bachelors,Clerical,40.25803753,Private,8920,1,Minivan,no,45823,2,No,5,8,Highly Urban/ Urban
0,0,0,39,0,12,33996.6988,No,123850.2435,Yes,F,<High School,Blue Collar,7.781336265,Private,22520,4,Pickup,no,0,0,No,0,6,Highly Urban/ Urban
1,3172,0,58,1,0,0,Yes,0,No,M,High School,Student,50.95877983,Private,13140,1,Minivan,yes,5696,4,No,9,1,Highly Urban/ Urban
0,0,0,51,0,7,133425.0778,No,361560.7362,Yes,F,PhD,Doctor,21.61434926,Private,19940,6,Minivan,no,4434,1,No,0,18,Highly Urban/ Urban
0,0,1,39,2,14,30600.39408,No,171976.4004,Yes,M,<High School,Blue Collar,6.650558166,Commercial,12760,6,Minivan,yes,0,0,Yes,3,6,Highly Rural
0,0,0,44,1,7,109253.5291,Yes,0,No,F,Bachelors,Professional,5,Private,24150,1,Sports Car,no,0,0,Yes,1,14,Highly Urban/ Urban
0,0,0,40,0,12,31311.29676,No,153571.2056,No,M,High School,Blue Collar,12.24397053,Commercial,8630,1,Minivan,yes,0,0,No,1,1,Highly Rural
0,0,0,39,0,9,30393.93424,No,0,No,F,Bachelors,Clerical,58.56762551,Private,8370,1,SUV,no,0,0,No,1,8,Highly Rural
1,15018.70253,0,52,0,11,41366.97172,No,198177.4049,Yes,M,High School,Blue Collar,7.021836653,Commercial,10840,1,Pickup,yes,0,0,No,2,8,Highly Urban/ Urban
0,0,0,44,2,15,107277.5422,No,283672.9688,Yes,F,High School,Blue Collar,35.45148328,Commercial,28590,7,Minivan,no,0,0,No,1,1,Highly Urban/ Urban
0,0,0,48,0,10,112683.5273,No,308936.6108,No,M,Masters,Lawyer,38.31285647,Private,18060,11,Minivan,yes,0,0,Yes,1,12,Highly Urban/ Urban
1,6059,0,47,0,14,19526.70135,No,134740.6413,No,F,High School,Blue Collar,50.02044204,Commercial,8150,1,SUV,no,23275,1,Yes,2,1,Highly Urban/ Urban
0,0,0,47,0,10,53563.6448,No,195598.346,Yes,M,High School,Blue Collar,28.63392742,Commercial,15420,9,Minivan,yes,4608,2,No,0,1,Highly Urban/ Urban
0,0,2,43,3,8,60859.70358,No,185718.7097,Yes,M,Bachelors,Blue Collar,40.21326338,Commercial,18240,10,Minivan,yes,0,0,Yes,0,9,Highly Urban/ Urban
1,1519.083848,0,38,1,9,19121.68337,Yes,0,No,M,High School,Professional,39.61043478,Commercial,5300,10,Pickup,yes,0,0,Yes,0,1,Highly Urban/ Urban
0,0,0,69,0,18,16122.20365,No,159131.9018,Yes,F,Masters,Manager,71.28351566,Private,24500,1,Sports Car,no,6364,3,No,0,19,Highly Urban/ Urban
1,1911,0,49,0,0,0,No,0,No,F,Bachelors,Student,16.31277409,Commercial,8820,1,Pickup,no,29572,3,Yes,2,9,Highly Urban/ Urban
0,0,0,38,0,12,69617.96145,No,212888.0614,Yes,F,Bachelors,Professional,35.86694224,Private,7510,11,SUV,no,0,0,No,0,13,Highly Urban/ Urban
0,0,0,49,0,7,28122.60421,No,110260.7715,Yes,F,<High School,Clerical,82.65239729,Private,7410,1,SUV,no,0,0,No,0,8,Highly Rural
0,0,0,52,0,10,33933.17305,No,156361.8527,Yes,M,High School,Blue Collar,25.21601736,Commercial,11630,6,Pickup,yes,3764,2,No,1,6,Highly Urban/ Urban
0,0,0,50,0,12,41656.22538,No,165740.4144,Yes,M,<High School,Clerical,26.47882236,Private,10670,17,Minivan,no,0,0,No,0,1,Highly Rural
0,0,0,55,0,13,35594.45506,No,166690.9825,No,F,Bachelors,Manager,43.02758773,Private,19760,3,Pickup,no,20437,3,No,1,7,Highly Urban/ Urban
0,0,0,54,0,12,52721.89223,No,0,No,M,High School,Professional,55.39287222,Private,12170,6,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban
0,0,0,47,0,10,42473.84568,No,151397.1407,Yes,F,Masters,Professional,30.83247348,Private,13790,17,SUV,no,0,0,No,3,19,Highly Urban/ Urban
0,0,0,53,0,12,51434.8755,No,0,No,M,High School,Professional,33.3287499,Commercial,29260,10,Panel Truck,yes,4099,1,No,3,1,Highly Urban/ Urban
1,1756,0,33,1,9,26176.92087,Yes,113050.2773,No,M,High School,Blue Collar,33.35457707,Commercial,6780,10,Pickup,no,3469,3,No,5,7,Highly Urban/ Urban
1,3128,0,42,1,11,44954.94854,No,161808.0218,Yes,M,Bachelors,Professional,29.8017503,Private,18790,13,Minivan,yes,0,0,No,2,7,Highly Urban/ Urban
0,0,0,49,0,8,70135.31762,No,237554.1406,Yes,F,Bachelors,Manager,17.16270847,Private,8510,9,SUV,no,0,0,No,4,10,Highly Urban/ Urban
0,0,0,31,1,11,17397.69012,Yes,0,No,F,High School,Clerical,26.26981981,Private,8550,6,SUV,no,0,0,No,0,1,Highly Rural
0,0,0,55,0,7,72085.47369,No,230666.9372,Yes,M,Bachelors,Manager,5,Private,20040,6,Van,yes,0,0,No,0,1,Highly Urban/ Urban
1,5761,0,47,0,14,85183.36368,No,273068.525,Yes,F,Bachelors,Professional,39.89651453,Commercial,34380,7,Van,no,6308,2,No,2,14,Highly Urban/ Urban
1,5386,2,61,2,14,36610.91742,No,172981.6616,Yes,M,High School,Clerical,28.25113085,Private,8380,7,SUV,yes,1139,3,No,1,1,Highly Urban/ Urban
0,0,0,48,0,8,113909.8431,No,0,No,F,Masters,Professional,33.79589745,Private,11010,7,SUV,no,0,0,Yes,1,15,Highly Urban/ Urban
1,2051,0,30,1,10,69357.28709,No,227851.6577,Yes,F,High School,Blue Collar,33.14746141,Commercial,11440,4,Sports Car,no,0,0,No,0,8,Highly Urban/ Urban
1,6612,0,61,0,12,179535.6909,No,481374.6128,No,M,PhD,Doctor,45.44365743,Private,7600,1,SUV,no,0,0,No,0,19,Highly Urban/ Urban
0,0,0,47,0,7,97610.57527,No,265827.8641,Yes,F,Bachelors,Professional,11.95101205,Private,15960,7,SUV,no,808,1,No,0,1,Highly Urban/ Urban
0,0,0,32,3,13,54463.90395,Yes,197379.4536,No,F,Bachelors,Clerical,34.32071686,Private,10150,3,SUV,no,6474,3,No,0,7,Highly Urban/ Urban
1,5724,1,43,3,17,32505.02365,No,162585.6889,Yes,F,<High School,Blue Collar,29.44818438,Commercial,3750,6,Sports Car,no,6714,1,No,11,1,Highly Urban/ Urban
0,0,0,43,0,5,262.847912,No,0,No,M,High School,Student,26.32489453,Private,16170,3,Minivan,yes,42604,1,No,0,1,Highly Urban/ Urban
0,0,0,50,0,16,90014.56171,No,265404.5577,Yes,F,Masters,Professional,49.15732242,Private,15500,10,Minivan,no,9082,1,No,0,15,Highly Urban/ Urban
0,0,0,53,0,12,58107.64704,No,236410.8281,Yes,M,Bachelors,Professional,14.38201506,Private,6800,10,Pickup,yes,0,0,No,0,13,Highly Urban/ Urban
0,0,0,51,0,12,81284.02,No,231328.7154,Yes,M,Masters,Lawyer,26.2456776,Private,26860,1,Minivan,yes,0,0,No,0,16,Highly Urban/ Urban
0,0,0,53,0,13,44404.62289,No,178233.0109,Yes,F,High School,Clerical,24.38237948,Private,11240,1,Sports Car,no,29959,3,Yes,5,5,Highly Urban/ Urban
1,9945,0,61,0,14,62705.53781,No,196195.0495,No,F,Masters,Lawyer,45.45918738,Private,13870,4,Sports Car,no,8081,1,Yes,4,12,Highly Urban/ Urban
0,0,0,36,0,0,0,No,0,Yes,M,Bachelors,Home Maker,34.92191992,Private,1500,4,SUV,no,0,0,No,0,12,Highly Urban/ Urban
1,6914,0,28,3,0,0,Yes,0,No,M,Bachelors,Student,32.65740283,Commercial,3830,1,Minivan,yes,4311,1,No,0,12,Highly Urban/ Urban
0,0,0,41,2,15,97285.27458,No,235369.2187,Yes,M,Bachelors,Blue Collar,43.65814495,Commercial,20380,6,Van,no,0,0,No,3,11,Highly Rural
1,2559,1,45,1,12,67633.15199,No,211342.09,Yes,F,High School,Blue Collar,28.62807159,Private,6000,4,Sports Car,no,4339,3,No,3,10,Highly Urban/ Urban
0,0,0,52,0,11,137357.0928,No,327227.3708,No,F,Masters,Lawyer,11.17045817,Private,17750,10,Minivan,no,0,0,No,0,18,Highly Urban/ Urban
0,0,2,38,2,6,83053.11091,Yes,0,No,F,Bachelors,Manager,28.70681162,Private,20120,9,SUV,no,5068,2,No,3,7,Highly Urban/ Urban
